"rgi_id","o1region","o2region","glims_id","anlys_id","subm_id","src_date","cenlon","cenlat","utm_zone","area_km2","primeclass","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"RGI2000-v7.0-G-10-03470","10","10-04","G090954E47950N",916389,752,"2006-08-02T00:00:00",90.95389170714286,47.950274,46,0.89069905336567,0,0,0,9,"",0,90.96191821404709,47.95181448102562,3462.287,3911.7437,3705.3652,3706.6853,20.93843,73.93869,3,"COPDEM30",1188
"RGI2000-v7.0-G-10-03471","10","10-04","G090956E47956N",916392,752,"2006-08-02T00:00:00",90.95562294551902,47.959606,46,1.14627326901386,0,0,0,9,"",0,90.96487024853651,47.95496488900087,3460.2002,3964.2446,3722.5781,3720.8118,17.78045,135.23793,4,"COPDEM30",1725
"RGI2000-v7.0-G-10-03472","10","10-04","G090952E47966N",916388,752,"2006-08-02T00:00:00",90.9515158452208,47.9660395,46,0.346687203409251,0,0,0,9,"",0,90.94830753207673,47.97105290610619,3369.2058,3940.1223,3707.8984,3687.0376,26.211712,334.9980754852295,8,"COPDEM30",1215
"RGI2000-v7.0-G-10-03473","10","10-04","G090947E47965N",916379,752,"2006-08-02T00:00:00",90.94691517095409,47.965199,46,0.309181747389066,0,0,0,9,"",0,90.94614704870916,47.97036998364666,3367.443,3964.0024,3694.1326,3685.1165,29.882004,344.2099905014038,1,"COPDEM30",1143
"RGI2000-v7.0-G-10-03474","10","10-04","G090936E47964N",916365,752,"2006-08-02T00:00:00",90.93560210153606,47.964214999999996,46,1.139452485520782,0,0,0,9,"",0,90.93596944664041,47.97000790726229,3287.7844,3968.2935,3626.6973,3632.9675,27.17384,345.864691734314,1,"COPDEM30",1563
"RGI2000-v7.0-G-10-03475","10","10-04","G090935E47963N",916348,752,"2006-08-02T00:00:00",90.92159357861902,47.9614085,46,0.560478771122829,0,0,0,9,"",0,90.91783124384153,47.966518104098036,3344.8186,3883.3486,3552.2925,3580.5708,27.721071,343.8473949432373,1,"COPDEM30",1166
"RGI2000-v7.0-G-10-03476","10","10-04","G090912E47967N",916327,752,"2006-08-02T00:00:00",90.91231496556128,47.9669105,46,0.047950035822595,0,0,0,9,"",0,90.91218196921702,47.96823094749353,3421.8762,3577.0786,3506.795,3505.433,33.39128,28.799692,2,"COPDEM30",301
"RGI2000-v7.0-G-10-03477","10","10-04","G090968E47969N",916403,752,"2006-08-02T00:00:00",90.96818751408179,47.969352,46,0.759452488517774,0,0,0,9,"",0,90.97309734951676,47.97435721536958,3277.4878,3842.0784,3497.0098,3510.433,21.55461,35.686333,2,"COPDEM30",2000
"RGI2000-v7.0-G-10-03478","10","10-04","G090954E48034N",916396,752,"2006-08-02T00:00:00",90.95778686204268,48.0351425,46,0.016174331415378,0,0,0,9,"",0,90.95865532684219,48.03575798552522,3568.6313,3625.999,3597.3882,3597.469,17.505117,34.926884,2,"COPDEM30",196
"RGI2000-v7.0-G-10-03479","10","10-04","G090947E48038N",916380,752,"2006-08-02T00:00:00",90.94668868016359,48.0381445,46,0.104258713688177,0,0,0,9,"",0,90.9464439225952,48.040270743127664,3465.3074,3677.9321,3570.2263,3573.9922,28.017939,25.4131,2,"COPDEM30",549
"RGI2000-v7.0-G-10-03480","10","10-04","G090939E48034N",916369,752,"2006-08-02T00:00:00",90.93941832625248,48.0340825,46,0.056503638356406,0,0,0,9,"",0,90.94013675447098,48.03518882700094,3662.119,3691.6702,3673.6252,3674.3333,7.7927647,339.0633354187012,1,"COPDEM30",212
"RGI2000-v7.0-G-10-03481","10","10-04","G090935E48042N",916366,752,"2006-08-02T00:00:00",90.93567979445893,48.0408875,46,0.03667832764573,0,0,0,9,"",0,90.93585631313177,48.04207743339683,3569.29,3627.5977,3600.5825,3599.867,19.054756,40.41329,2,"COPDEM30",325
"RGI2000-v7.0-G-10-03482","10","10-04","G090795E48161N",916098,752,"2002-07-10T00:00:00",90.79672341654506,48.1603735,46,1.495597372774849,0,0,0,9,"",0,90.7923838699894,48.167214028368925,3297.8254,3757.1443,3592.8276,3582.7722,18.054825,349.0878372192383,1,"COPDEM30",1549
"RGI2000-v7.0-G-10-03483","10","10-04","G090785E48163N",916055,752,"2002-07-10T00:00:00",90.78490902307217,48.1625665,46,0.053709373843434,0,0,0,9,"",0,90.78428856703827,48.16356442822225,3372.349,3532.2637,3421.6196,3428.1785,33.4527,1.7570983,1,"COPDEM30",332
"RGI2000-v7.0-G-10-03484","10","10-04","G090847E48201N",916213,752,"2002-07-10T00:00:00",90.84717751349993,48.2012615,46,0.162041358204602,0,0,0,9,"",0,90.84406644005102,48.203853826947295,3390.623,3750.8523,3538.5283,3558.862,32.84521,5.2253866,1,"COPDEM30",695
"RGI2000-v7.0-G-10-03485","10","10-04","G090610E48376N",915623,752,"2002-07-10T00:00:00",90.61017383951017,48.376639999999995,46,0.067257167239585,0,0,0,9,"",0,90.60989930029086,48.37779955892737,3583.6099,3818.4807,3722.2551,3714.6726,36.40879,4.331857,1,"COPDEM30",326
"RGI2000-v7.0-G-10-03486","10","10-04","G090598E48374N",915572,752,"2002-07-10T00:00:00",90.59778855219669,48.3745335,46,0.514527481234981,0,0,0,9,"",0,90.59789456816348,48.37897496325819,3382.5764,3786.7917,3547.5017,3562.622,23.422419,9.85788,1,"COPDEM30",1005
"RGI2000-v7.0-G-10-03487","10","10-04","G090589E48376N",915534,752,"2002-07-10T00:00:00",90.58836051874346,48.375769500000004,46,0.077739334190357,0,0,0,9,"",0,90.58944233047963,48.377118162409616,3514.0417,3704.0818,3624.44,3618.988,32.5864,5.624382,1,"COPDEM30",298
"RGI2000-v7.0-G-10-03488","10","10-04","G090575E48379N",915482,752,"2002-07-10T00:00:00",90.5752629115727,48.3799245,46,0.037959561650592,0,0,0,9,"",0,90.5761979232565,48.381468704512656,3499.2925,3737.6353,3637.7332,3632.6978,35.534,6.817339,1,"COPDEM30",355
"RGI2000-v7.0-G-10-03489","10","10-04","G090569E48381N",915459,752,"2002-07-10T00:00:00",90.56949732072977,48.381179,46,0.228997129132415,0,0,0,9,"",0,90.57158093621766,48.38468580312255,3373.0647,3930.8809,3658.9297,3659.6118,22.287376,41.545025,2,"COPDEM30",1540
